id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
869,về cá nhân của anh hả,về cá nhân của anh hả,về cá nhân của anh nữa,0.0,0.16666666666666666,-0.16666666666666666,worsened,correct_to_wrong,0,1
870,hơi lâu nha,hơi lâu nhạc,hơi lâu nhạc,0.3333333333333333,0.3333333333333333,0.0,unchanged,wrong_to_wrong,1,1
871,hơi lâu nha,vậy là bây giờ,vậy đâu nhá,1.3333333333333333,1.0,0.33333333333333326,improved,wrong_to_wrong,4,3
872,tại vì anh anh nghĩ là nó giống như một cái practice một cái bài thực hành của mình hàng ngày rồi á,tại vì anh nghĩ là nó giống như trở thành một cái practice một cái bài thực hành của mình hàng ngày rồi á,tại vì anh nghĩ là nó giống như trở thành một cái bài thực hành của mình hàng ngày rồi á,0.13043478260869565,0.17391304347826086,-0.043478260869565216,worsened,wrong_to_wrong,3,4
873,thế rồi có một cái câu chuyện gì lớn đến mức anh nói với em gái mình phải nghĩ ra ngay thì anh nghĩ là chưa có,xong rồi có một cái câu chuyện gì đó lớn đến mức mà nói ra anh gái mình phải nghĩ ra ngay thì anh nghĩ là chưa có,thế rồi có một cái câu chuyện gì lớn đến mức anh nói với em gái mình phải nghĩ ra ngay thì anh nghĩ là chưa có,0.18518518518518517,0.0,0.18518518518518517,improved,wrong_to_correct,5,0
874,nhưng ví dụ như có những lúc anh tự đóng khung mình thành mình là một người thế này,nhưng ví dụ như có những lúc anh tự đóng khung mình mình là một người thế này,nhưng ví dụ như có những lúc anh tự đóng khung mình là một người thế này,0.05263157894736842,0.10526315789473684,-0.05263157894736842,worsened,wrong_to_wrong,1,2
875,nhưng rõ ràng trong quá trình làm việc và để đáp ứng cái nhu cầu anh cũng tự biến mình thành một người thế kia được,nhưng rõ ràng trong quá trình làm việc và để đáp ứng nhu cầu anh cũng tự biến mình thành một người thế kia được,nhưng rõ ràng trong quá trình làm việc và để đáp ứng cái nhu cầu anh cũng tự biến mình thành một người thế kia được,0.038461538461538464,0.0,0.038461538461538464,improved,wrong_to_correct,1,0
876,chẳng hạn như anh cũng hay đùa là mình là một người hướng nội,chẳng hạn như anh cũng hay đùa là mình là một người hướng nội,chẳng hạn như anh cũng hay đùa là mình là một người hướng nội,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
877,và khi anh nói gì rất tất cả mọi người đều ngạc nhiên mà người đó là người hướng nội người ta phải rụt rè người ta ngại giao tiếp,và khi anh nói gì rất hợp tật tất cả mọi người đều ngạc nhiên mọi người nói là người ấn độ người ta phải rụt rè người ta ngại giao tiết,và khi anh nói gì rất tất cả mọi người đều ngạc nhiên mà người đó là người hướng nội người ta phải rụt rè người ta ngại giao tiếp,0.23333333333333334,0.0,0.23333333333333334,improved,wrong_to_correct,7,0
878,đúng không,đúng không,đúng không,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
879,nhưng không hề người nói là không hề người hướng nội vẫn có đầy đủ những kỹ năng để giao tiếp một cách thuần thục,nhưng không hề người hướng đội vẫn có đầy đủ những kỹ năng để giao tiếp một cách thuần thục,nhưng không hề người nói là không hề người hướng nội vẫn có đầy đủ những kỹ năng để giao tiếp một cách thuần thục,0.24,0.0,0.24,improved,wrong_to_correct,6,0
880,và anh có thể giao tiếp một cách rất là thoải mái,và anh có thể giao tiếp một cách rất là thoải mái,và anh có thể giao tiếp một cách rất là thoải mái,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
881,nhưng vẫn là người hướng nội,nhưng anh vẫn là người hướng đội,bạn vẫn là người hướng nội,0.3333333333333333,0.16666666666666666,0.16666666666666666,improved,wrong_to_wrong,2,1
882,anh vẫn là người,anh vẫn là người,anh vẫn là người,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
883,tự,tạ ừ,từ,2.0,1.0,1.0,improved,wrong_to_wrong,2,1
884,tái tạo năng lượng,tại tao đang lưu,tại tao đang lưu tái tạo năng lượng,1.0,1.0,0.0,unchanged,wrong_to_wrong,4,4
885,bằng bản thân mình chứ không phải tái tạo năng lượng thông qua việc gặp,bằng bản thân mình chứ không phải tái tạo năng lượng thông qua việc gặp,bằng bản thân mình chứ không phải tái tạo năng lượng thông qua việc gặp,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
886,người khác thì đó là người hướng nội,người khác thì đó là người hứng nổi,người khác thì đó là người hướng nội,0.25,0.0,0.25,improved,wrong_to_correct,2,0
887,nhưng trong quá trình mà anh tự định nghĩa bản thân anh hướng rồi ở giai đoạn ngày trước,nhưng trong quá trình mà anh tự định nghĩ bản thân anh hướng nổi ở giai đoạn ngày trước,nhưng trong quá trình mà anh tự định nghĩa bản thân anh hướng rồi ở giai đoạn ngày trước,0.10526315789473684,0.0,0.10526315789473684,improved,wrong_to_correct,2,0
888,anh cũng nghĩ,anh bóng người ý,anh cũng nghĩ,1.0,0.0,1.0,improved,wrong_to_correct,3,0
889,là thôi tôi hướng nội đi hết giờ làm cho tôi về nhà đi đừng cho tôi gặp ai hết rồi tôi không muốn gặp,là thôi tôi hướng nội đi hết giờ làm cho tôi về nhà đi đường cho tôi gặp ai hết tôi không muốn gặm,là thôi tôi hướng nội đi hết giờ làm cho tôi về nhà đi đừng cho tôi gặp ai hết rồi tôi không muốn gặp,0.12,0.0,0.12,improved,wrong_to_correct,3,0
890,nhưng mà anh ấy là khi mình tự đóng khung mình trong cái suy nghĩ đó mình tự hạn chế cơ hội,nhưng mà anh ấy là khi mình tự đóng khung mình trong cái suy nghĩ đó mình tự hạn với cơ hội,nhưng mà anh ấy là khi mình tự đóng khung mình trong cái suy nghĩ đó mình tự hạn chế cơ hội,0.045454545454545456,0.0,0.045454545454545456,improved,wrong_to_correct,1,0
891,về cái điều kiện học hỏi của mình đi,về cái điều kiện học hỏi của mình đi,về cái điều kiện học hỏi của mình đi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
892,thì trong quá trình anh đi làm xong anh phải gặp anh tiếp xúc,thì trong quá trình anh đi làm xong anh phải gặp anh tiếp xúc,thì trong quá trình anh đi làm xong anh phải gặp anh tiếp xúc,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
893,và vì cái công việc này anh cũng phải gặp rất nhiều người thì anh thấy là,và vì cái công việc này anh cũng thấy gặp rất nhiều người thì anh thấy là,và vì cái công việc này anh cũng phải gặp rất nhiều người thì anh thấy là,0.058823529411764705,0.0,0.058823529411764705,improved,wrong_to_correct,1,0
894,ồ cái việc gặp người khác hay quá,ô cái vì gặp người khác hay quá á,ồ cái việc gặp người khác hay quá,0.375,0.0,0.375,improved,wrong_to_correct,3,0
895,tại vì nó giúp cho mình không bị ở lâu trong một cái dòng suy nghĩ,tại vì nó giúp cho mình không bị ở lâu trong một cái dòng suy nghĩ,tại vì nó giúp cho mình không bị ở lâu trong một cái dòng suy nghĩ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
896,cho nên là anh lại tiếp tục khuyến khích,cho nên là anh lại tiếp tục khuyến khích,cho nên là anh lại tiếp tục khuyến khích,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
897,mọi người đi ra ngoài gặp người này người kia là vì gặp người này ngồi kia mang về cho mình rất là nhiều cái,mọi người đi ra ngoài gặp người này người kia tại vì sẽ gặm người này người kìa mang về cho mình rất là nhiều cái,mọi người đi ra ngoài gặp người này người kia là vì gặp người này ngồi kia mang về cho mình rất là nhiều cái,0.2,0.0,0.2,improved,wrong_to_correct,5,0
898,ý tưởng cái nguồn năng lượng mới,ý tưởng cái nguồn năng lượng mới,ý tưởng cái nguồn năng lượng mới,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
899,và anh thấy là đó nếu anh cứ ở mãi trong cái suy nghĩ là,và anh thấy là đó nếu anh cứ ở mãi trong cái suy nghĩ là,và anh thấy là đó nếu anh cứ ở mãi trong cái suy nghĩ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
900,xin được hướng nội,,xin được hướng nội,1.0,0.0,1.0,improved,wrong_to_correct,4,0
901,thì chính anh cũng đã,thì chính anh cũng đã,thì chính anh cũng đã,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
902,fail trong cái bài toán học hỏi rồi,theo trong cái bài toán học hỏi rồi,theo trong cái bài toán học hỏi rồi,0.125,0.125,0.0,unchanged,wrong_to_wrong,1,1
903,hoặc là như định nghĩa của anh ví dụ như hồi xưa anh nghĩ anh là một người vận động kém không thể vận động dở thể thao,hoặc là như định nghĩ của anh ví dụ hồi xưa anh nghĩ anh là một người vận động kém không thể vận đồng dở thể thao,hoặc là như định nghĩa của anh ví dụ như hồi xưa anh nghĩ anh là một người vận động kém không thể vận động dở thể thao,0.10714285714285714,0.0,0.10714285714285714,improved,wrong_to_correct,3,0
904,nhưng mà mọi người biết anh đều biết là trong hai năm trở lại đây anh chơi rất nhiều những môn thể thao khác nhau nếu mà có điều kiện và thời gian thì,nhưng mà mọi người biết anh đều biết là trong 2 năm trở lại đây anh chơi rất là nhiều cái môn thể thao khác nhau nếu mà có điều kiện và thời gian thì,nhưng mà mọi người biết anh đều biết là trong hai năm trở lại đây anh chơi rất nhiều những môn thể thao khác nhau nếu mà có điều kiện và thời gian thì,0.08823529411764706,0.0,0.08823529411764706,improved,wrong_to_correct,3,0
905,môn nào anh cũng sẽ thử hết á,môn nào anh cũng sẽ thở ướt á,môn nào anh cũng sẽ thử á thế,0.25,0.25,0.0,unchanged,wrong_to_wrong,2,2
906,anh bắt cả trâu cả tiên chạy theo anh mấy chục cây rồi,anh bắt cả châu cả tiên chạy theo anh mấy chục tây rồi,anh bắt cả trâu cả tiên chạy theo anh mấy chục tay rồi,0.15384615384615385,0.07692307692307693,0.07692307692307693,improved,wrong_to_wrong,2,1
907,đúng rồi tại sao đó anh lôi những cái người xung quanh anh chơi thể thao anh từ,đúng rồi và sau đó anh lôi những người xung quanh anh chơi thể thao anh từ,đúng rồi tại sao đó anh lôi những cái người xung quanh anh chơi thể thao anh từ,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,3,0
908,đó đi chạy bộ đi đánh cầu đi,đó đi chạy bộ đi đánh cầu,đó đi chạy bộ đi đánh cầu đi,0.125,0.0,0.125,improved,wrong_to_correct,1,0
909,đi leo núi rồi gần đây thì anh học thêm đánh golf chẳng hạn đi thì anh thấy là mỗi cái môn thể thao nó đều có niềm vui và anh thấy,đi leo núi rồi gần đây thì anh học thêm đến golf chẳng hạn đi thì anh thấy là mỗi cái môn thể thao nó đều có niềm vui và anh thấy,đi leo núi rồi gần đây thì anh học thêm đánh golf chẳng hạn đi thì anh thấy là mỗi cái môn thể thao nó đều có niềm vui và anh thấy,0.03125,0.0,0.03125,improved,wrong_to_correct,1,0
910,có nhiều môn mình chơi xong mình nhận ra là à mình,có nhiều môn mình chơi thôi mình nhận ra là,có nhiều môn mình chơi xong mình nhận ra là à mình,0.25,0.0,0.25,improved,wrong_to_correct,3,0
